Artikelnummer;ArticleID;K24Number;ArticleDesignation;CustomsTariffNumber
1435-141625;4298529;1435-141625;[MXG] Bremssattel;87083091
1435-141625;4298529;1435-141625;[MXG] Bremssattel;87083091
1435-141626;4298530;1435-141626;[MXG] Bremssattel;87083091
1435-141626;4298530;1435-141626;[MXG] Bremssattel;87083091
1435-141673;4298577;1435-141673;[MXG] Bremssattel;87083091
1435-141674;4298578;1435-141674;[MXG] Bremssattel;87083091
1435-143181;4300265;1435-143181;[ELS] Bremssattel;87083091
1435-143181;4300265;1435-143181;[ELS] Bremssattel;87083091
1435-1656;98269;1435-1656;[PH] Kolben, Bremssattel;87083091
1435-1774;98654;1435-1774;[PH] Kolben, Bremssattel;87083091
1435-36471;651460;1435-36471;[ATE] Bremssattel;87083091
1435-36471;651460;1435-36471;[ATE] Bremssattel;87083091
1435-37160;213079;1435-37160;[BOH] Bremssattel;87083091
1435-37736;652208;1435-37736;[ATE] Bremssattel;87083091
1435-37905;177304;1435-37905;[PH] Bremssattel;87083091
1435-38146;269908;1435-38146;[BOH] Bremssattel;87083091
1435-38164;270007;1435-38164;[BOH] Bremssattel;87083091
1435-38452;267653;1435-38452;[BOH] Bremssattel;87083091
1435-38741;665347;1435-38741;Schraube, Bremssattel  [f.becker_line] VA,HA (947);87083091
1435-38762;664315;1435-38762;Dichtungssatz, Bremssattel  [f.becker_line] - HA (947);84849000
1435-40214;188930;1435-40214;[PH] Bremssattel;87083091
1435-40557;188314;1435-40557;[BOH] Bremssattel;87083091
1435-40834;218073;1435-40834;[BRO] Bremssattel;87083091
1435-40835;218074;1435-40835;[BRO] Bremssattel;87083091
1435-40839;218078;1435-40839;[BRO] Bremssattel;87083091
1435-41255;195755;1435-41255;[BRO] Bremssattel;87083091
1435-41330;210606;1435-41330;[BRO] Bremssattel;87083091
1435-41331;210607;1435-41331;[BRO] Bremssattel;87083091
1435-42038;229555;1435-42038;[BRO] Bremssattel;87083091
1435-42119;229853;1435-42119;[BRO] Bremssattel;87083091
1435-42349;204745;1435-42349;[BRO] Bremssattel;87083091
1435-42826;220604;1435-42826;[BRO] Bremssattel;87083091
1435-43547;244638;1435-43547;[BRO] Bremssattel;87083091
1435-43548;244844;1435-43548;[BRO] Bremssattel;87083091
1435-43773;239345;1435-43773;[BRO] Bremssattel;87083091
1435-43773;239345;1435-43773;[BRO] Bremssattel;87083091
1435-43809;194169;1435-43809;[BRO] Bremssattel;87083091
1435-43840;194561;1435-43840;[BRO] Bremssattel;87083091
1435-44403;242783;1435-44403;[BRO] Zubehörsatz, Bremssattel;87083099
1435-44599;181085;1435-44599;[BOH] Bremssattel;87083091
1435-49848;369175;1435-49848;[TRW] Bremssattel;87083091
1435-49849;369176;1435-49849;[TRW] Bremssattel;87083091
1435-50224;360718;1435-50224;[TRW] Bremssattel;87083091
1435-50225;360731;1435-50225;[TRW] Bremssattel;87083091
1435-50466;365892;1435-50466;[TRW] Bremssattel;87083091
1435-50474;367024;1435-50474;[TRW] Bremssattel;87083091
1435-51573;368812;1435-51573;[TRW] Bremssattel;87083091
1435-51574;368813;1435-51574;[TRW] Bremssattel;87083091
1435-51971;650593;1435-51971;[ATE] Bremssattel;87083091
1435-51972;650594;1435-51972;[ATE] Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1435-PF01;959708;1435-PF01;Pfandwert Bremssattel;87083091
1440-0192;130393;1440-0192;[PH] Bremsschlauch;87083091
1440-0199;130400;1440-0199;[PH] Bremsschlauch;87083091
1440-0747;121037;1440-0747;[PH] Bremssattel;87083091
1440-103398;1122241;1440-103398;[NK] Schraube, Bremsscheibe;87083091
1440-103398;1122241;1440-103398;[NK] Schraube, Bremsscheibe;87083091
1440-105579;1115981;1440-105579;[NK] Bremsschlauch;87083091
1440-105700;1170750;1440-105700;[NK] Bremsschlauch;87083091
1440-105924;1231731;1440-105924;[MEZ] Spritzblech, Bremsscheibe;87083091
1440-105924;1231731;1440-105924;[MEZ] Spritzblech, Bremsscheibe;87083091
1440-106419;1206728;1440-106419;[MEZ] Zubehörsatz, Feststellbremsbacken;87083099
1440-106653;1217827;1440-106653;[MEZ] Zubehörsatz, Feststellbremsbacken;87083099
1440-107479;1266663;1440-107479;[MEZ] Zubehörsatz, Scheibenbremsbelag;87083091
1440-108030;1288333;1440-108030;[MEZ] Zubehörsatz, Feststellbremsbacken;87083099
1440-108405;1301796;1440-108405;[MEZ] Bremsschlauch;40093200
1440-108405;1301796;1440-108405;[MEZ] Bremsschlauch;40093200
1440-108405;1301796;1440-108405;[MEZ] Bremsschlauch;40093200
1440-109144;1205869;1440-109144;[ABS] Warnkontakt, Bremsbelagverschleiß;87083091
1440-109315;1211056;1440-109315;[ABS] Sensor, Raddrehzahl;87083091
1440-10977;198506;1440-10977;[TON] Entlüfterschraube/-ventil;87089199
1440-109787;1226599;1440-109787;[ABS] Bremsschlauch;87083091
1440-109807;1227289;1440-109807;[ABS] Warnkontakt, Bremsbelagverschleiß;87083091
1440-111854;1274743;1440-111854;[BMI] Sensor, Raddrehzahl;87083091
1440-111862;1274994;1440-111862;[BMI] Sensor, Raddrehzahl;87083091
1440-111863;1275001;1440-111863;[BMI] Sensor, Raddrehzahl;87083091
1440-117099;1583511;1440-117099;[JAK] Reparatursatz, Bremssattel;87083091
1440-117171;1583583;1440-117171;[JAK] Reparatursatz, Bremssattel;87083091
1440-117178;1583590;1440-117178;[JAK] Reparatursatz, Bremssattel;87083091
1440-117850;1584891;1440-117850;[JAK] Bremsschlauch;87083091
1440-119163;1629988;1440-119163;[TRN] Seilzug, Feststellbremse;87083099
1440-119172;1629997;1440-119172;[TRN] Seilzug, Feststellbremse;87083099
1440-119611;1630436;1440-119611;[TRN] Seilzug, Feststellbremse;87083099
1440-119872;1630697;1440-119872;[TRN] Seilzug, Feststellbremse;87083099
1440-119873;1630698;1440-119873;[TRN] Seilzug, Feststellbremse;87083099
1440-120328;1635474;1440-120328;[TRN] Zubehörsatz, Scheibenbremsbelag;87083099
1440-120812;1635958;1440-120812;[TRN] Bremsschlauch;40093100
1440-121002;1636148;1440-121002;[TRN] Bremsschlauch;40093100
1440-121184;1636330;1440-121184;[TRN] Bremsschlauch;40093100
1440-121633;1636779;1440-121633;[TRN] Bremsschlauch;40093100
1440-123219;1952057;1440-123219;[MEZ] Zubehörsatz, Scheibenbremsbelag;87083091
1440-123255;1956928;1440-123255;[MEZ] Führungshülsensatz, Bremssattel;87083091
1440-123380;2020411;1440-123380;[MEZ] Bremsleitung;74111090
1440-123380;2020411;1440-123380;[MEZ] Bremsleitung;74111090
1440-123829;2262078;1440-123829;[MEZ] Bremsleitung;73269098
1440-123830;2262080;1440-123830;[MEZ] Bremsleitung;73269098
1440-123870;2424607;1440-123870;[MEZ] Spritzblech, Bremsscheibe;87083091
1440-124045;2592826;1440-124045;[MEZ] Warnkontakt, Bremsbelagverschleiß;85369095
1440-126269;1449444;1440-126269;[BDW] Kolben, Bremssattel;87083091
1440-126837;1511689;1440-126837;[AIC] Halter, Bremsschlauch;87083091
1440-127356;1663028;1440-127356;[FEB] Warnkontakt, Bremsbelagverschleiß;85369095
1440-127437;1958325;1440-127437;[BLT] Zubehörsatz, Scheibenbremsbelag;87083091
1440-127500;1962428;1440-127500;[TON] Sensor, Bremsbelagverschleiß;87083091
1440-130416;2073441;1440-130416;[TRN] Bremsschlauch;40093100
1440-131350;2075313;1440-131350;[TRN] Führungshülsensatz, Bremssattel;87083099
1440-133912;2537824;1440-133912;[TRW] Zubehörsatz, Scheibenbremsbelag;87083099
1440-135491;2542131;1440-135491;[TRW] Bremskraftverstärker;87083091
1440-135742;2546819;1440-135742;[TRW] Zubehörsatz, Feststellbremsbacken;87083091
1440-135804;2547405;1440-135804;[TRW] Reparatursatz, Bremssattel;87083091
1440-136413;2612474;1440-136413;[PH] Sensor, Raddrehzahl;87083091
1440-136414;2612475;1440-136414;[PH] Sensor, Raddrehzahl;87083091
1440-137573;1787295;1440-137573;[ABS] Reparatursatz, Bremssattel;87083091
1440-139441;2556432;1440-139441;[VAI] Spritzblech, Bremsscheibe;82055980
1440-139442;2556433;1440-139442;[VAI] Spritzblech, Bremsscheibe;82055980
1440-141843;1766446;1440-141843;[JP] Bremsschlauch;87083091
1440-141843;1766446;1440-141843;[JP] Bremsschlauch;87083091
1440-141844;1766448;1440-141844;[JP] Bremsschlauch;87083091
1440-141897;1766621;1440-141897;[JP] Bremsschlauch;87083091
1440-141945;1785730;1440-141945;[JP] Bremsschlauch;87083091
1440-145856;1767834;1440-145856;[JP] Spritzblech, Bremsscheibe;82055980
1440-145903;1786230;1440-145903;[JP] Zubehörsatz, Feststellbremsbacken;87083091
1440-145913;1788343;1440-145913;[JP] Sensor, Bremsbelagverschleiß;87083091
1440-145935;1800487;1440-145935;[JP] Sensor, Bremsbelagverschleiß;87083091
1440-147280;2573822;1440-147280;[VMO] Warnkontakt, Bremsbelagverschleiß;87083091
1440-150512;2810133;1440-150512;[PH] Spritzblech, Bremsscheibe;82055980
1440-150513;2810134;1440-150513;[PH] Spritzblech, Bremsscheibe;82055980
1440-150596;1855019;1440-150596;[JP] Bremsschlauch;87083091
1440-150712;2681260;1440-150712;[VAN] Spritzblech, Bremsscheibe;82055980
1440-150713;2681261;1440-150713;[VAN] Spritzblech, Bremsscheibe;82055980
1440-151911;3049769;1440-151911;[ATE] Zubehörsatz, Feststellbremsbacken;87083099
1440-151912;3049770;1440-151912;[ATE] Zubehörsatz, Feststellbremsbacken;87083099
1440-151912;3049770;1440-151912;[ATE] Zubehörsatz, Feststellbremsbacken;87083099
1440-151931;3023960;1440-151931;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-151946;2992078;1440-151946;[JP] Zubehörsatz, Scheibenbremsbelag;87083099
1440-151985;2993982;1440-151985;[JP] Spritzblech, Bremsscheibe;82055980
1440-151986;2993983;1440-151986;[JP] Spritzblech, Bremsscheibe;82055980
1440-152162;3037044;1440-152162;[MEZ] Verschluss, Bremsflüssigkeitsbehälter;39235090
1440-153145;3128525;1440-153145;[BRO] Warnkontakt, Bremsbelagverschleiß;87083091
1440-153295;3057119;1440-153295;[MEA] Unterdruckpumpe, Bremsanlage;87083091
1440-153729;3313403;1440-153729;[MEZ] Schraube, Bremssattel;73181595
1440-154958;3087676;1440-154958;[ABS] Bremsschlauch;87083091
1440-156839;3429790;1440-156839;[FEB] Spritzblech, Bremsscheibe;82055980
1440-157497;3523789;1440-157497;[MXG] Reparatursatz, Bremssattel;87083091
1440-157547;3523839;1440-157547;[MXG] Reparatursatz, Bremssattel;87083091
1440-159433;3599197;1440-159433;[MEZ] Reparatursatz, Feststellbremshebel (Bremssattel);87083091
1440-159957;3707067;1440-159957;[TON] Entlüfterschraube/-ventil, Radbremszylinder;87083091
1440-162405;4278271;1440-162405;[MEZ] Gestängesteller, Bremsanlage;87083099
1440-163268;4634099;1440-163268;[JAK] Spritzblech, Bremsscheibe;82055980
1440-163283;4634114;1440-163283;[JAK] Spritzblech, Bremsscheibe;82055980
1440-164835;4366498;1440-164835;[MXG] Bremsschlauch;87083091
1440-165238;4420697;1440-165238;[TEX] Zubehörsatz, Bremsbacken;87083091
1440-168997;4569258;1440-168997;[TEX] Zubehörsatz, Scheibenbremsbelag;87083099
1440-169006;4569267;1440-169006;[TEX] Zubehörsatz, Scheibenbremsbelag;87083099
1440-169465;4602497;1440-169465;[FBT] Faltenbalg, Bremssattelführung;87083091
1440-169611;4634130;1440-169611;[MXG] Spritzblech, Bremsscheibe;82055980
1440-169612;4634131;1440-169612;[MXG] Spritzblech, Bremsscheibe;82055980
1440-18183;655824;1440-18183;[ATE] Hauptbremszylinder;87083099
1440-1874;115164;1440-1874;[PH] Bremssattel;87083091
1440-19588;653713;1440-19588;[ATE] Bremsschlauch;40092200
1440-20768;655514;1440-20768;[ATE] Bremssattel;87083091
1440-20769;655515;1440-20769;[ATE] Bremssattel;87083091
1440-21198;655987;1440-21198;[ATE] Bremssattel;87083091
1440-21333;658716;1440-21333;[ATE] Seilzug, Feststellbremse;87083099
1440-21409;658799;1440-21409;[ATE] Seilzug, Feststellbremse;87083099
1440-2171;126092;1440-2171;[PH] Zubehörsatz, Scheibenbremsbelag;87083099
1440-21838;655421;1440-21838;[ATE] Zubehörsatz, Bremsbacken;87083099
1440-21912;656063;1440-21912;[ATE] Zubehörsatz, Feststellbremsbacken;87083099
1440-21994;656354;1440-21994;[ATE] Zubehörsatz, Scheibenbremsbelag;87083091
1440-2203;126153;1440-2203;[PH] Zubehörsatz, Bremsbacken;87083091
1440-2203;126153;1440-2203;[PH] Zubehörsatz, Bremsbacken;87083091
1440-22113;655458;1440-22113;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-22139;655524;1440-22139;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-22144;655529;1440-22144;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-22144;655529;1440-22144;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-22145;655530;1440-22145;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-22152;655666;1440-22152;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-22152;655666;1440-22152;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-22190;655678;1440-22190;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-22349;103835;1440-22349;[PH] Warnkontakt, Bremsbelagverschleiß;87083091
1440-23817;659626;1440-23817;[ATE] Sensor, Raddrehzahl;90318080
1440-25584;328725;1440-25584;[BOH] Warnkontakt, Bremsbelagverschleiß;87083091
1440-25702;660699;1440-25702;[ATE] Bremsschlauch;40092200
1440-26961;661016;1440-26961;[ATE] Bremsschlauch;40092200
1440-26977;661041;1440-26977;[ATE] Bremsschlauch;40092200
1440-26977;661041;1440-26977;[ATE] Bremsschlauch;40092200
1440-2857;120079;1440-2857;[PH] Radbremszylinder;87083091
1440-33813;465595;1440-33813;[FEB] Halter, Bremsschlauch;73182900
1440-33938;472599;1440-33938;[FEB] Radbremszylinder;84122180
1440-34104;453286;1440-34104;[FEB] Sensor, Raddrehzahl;90318080
1440-34104;453286;1440-34104;[FEB] Sensor, Raddrehzahl;90318080
1440-34117;453333;1440-34117;[FEB] Sensor, Raddrehzahl;90318080
1440-34190;445108;1440-34190;[FEB] Warnkontakt, Bremsbelagverschleiß;85369095
1440-34220;445296;1440-34220;[FEB] Warnkontakt, Bremsbelagverschleiß;85369095
1440-34221;445297;1440-34221;[FEB] Warnkontakt, Bremsbelagverschleiß;85369095
1440-34221;445297;1440-34221;[FEB] Warnkontakt, Bremsbelagverschleiß;85369095
1440-37984;409726;1440-37984;[BOH] Warnkontakt, Bremsbelagverschleiß;87083091
1440-40391;420828;1440-40391;[FEB] Bremsschlauch;40091200
1440-40417;416637;1440-40417;[FEB] Seilzug, Feststellbremse;87083099
1440-4121;122286;1440-4121;[PH] Bremsschlauch;87083091
1440-41704;661470;1440-41704;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-42033;651535;1440-42033;[ATE] Sensor, Raddrehzahl;90318080
1440-42038;651540;1440-42038;[ATE] Sensor, Raddrehzahl;90318080
1440-42043;651545;1440-42043;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-42043;651545;1440-42043;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-42044;651546;1440-42044;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-42756;223889;1440-42756;[BOH] Bremsschlauch;87083091
1440-42757;223890;1440-42757;[BOH] Bremsschlauch;87083091
1440-42769;223984;1440-42769;[BOH] Bremsschlauch;87083091
1440-42771;223986;1440-42771;[BOH] Bremsschlauch;87083091
1440-42839;225342;1440-42839;[BOH] Bremsschlauch;87083091
1440-42840;225344;1440-42840;[BOH] Bremsschlauch;87083091
1440-42859;231548;1440-42859;[BOH] Bremsschlauch;87083091
1440-42924;233252;1440-42924;[BOH] Bremsschlauch;87083091
1440-43725;256491;1440-43725;[BOH] Radbremszylinder;87083091
1440-43729;246648;1440-43729;[BOH] Radbremszylinder;87083091
1440-44093;244065;1440-44093;[BOH] Seilzug, Feststellbremse;87083099
1440-44723;223557;1440-44723;[BOH] Seilzug, Feststellbremse;87083099
1440-44724;223558;1440-44724;[BOH] Seilzug, Feststellbremse;87083099
1440-44844;225776;1440-44844;[BOH] Seilzug, Feststellbremse;87083099
1440-45394;663006;1440-45394;Warnkontakt, Bremsbelagverschleiß  [f.becker_line] Hinterachse (947);87083091
1440-45397;663009;1440-45397;Warnkontakt, Bremsbelagverschleiß [f.becker_line] Hinterachse Bremsenart: Scheibenbremse,Warnkontaktlänge [mm]: 1130 (947);87083091
1440-45410;651731;1440-45410;[ATE] Bremsschlauch;40093200
1440-45411;651732;1440-45411;[ATE] Bremsschlauch;40093200
1440-45493;651763;1440-45493;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-45493;651763;1440-45493;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-45554;176185;1440-45554;[PH] Sensor, Raddrehzahl;87083091
1440-45554;176185;1440-45554;[PH] Sensor, Raddrehzahl;87083091
1440-45554;176185;1440-45554;[PH] Sensor, Raddrehzahl;87083091
1440-45554;176185;1440-45554;[PH] Sensor, Raddrehzahl;87083091
1440-45837;662440;1440-45837;Zubehörsatz, Bremsbacken  [f.becker_line]  - HA (947);87083091
1440-45945;652251;1440-45945;[ATE] Sensor, Raddrehzahl;90318080
1440-45961;399166;1440-45961;[FEB] Bremsschlauch;40091200
1440-46586;172902;1440-46586;[PH] Zubehörsatz, Feststellbremsbacken;87083091
1440-46599;178029;1440-46599;[PH] Zubehörsatz, Feststellbremsbacken;87083091
1440-47080;651843;1440-47080;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-47206;260097;1440-47206;[BOH] Zubehörsatz, Scheibenbremsbelag;87083099
1440-47295;271754;1440-47295;[BOH] Zubehörsatz, Feststellbremsbacken;87083091
1440-47377;260444;1440-47377;[BOH] Unterdruckpumpe, Bremsanlage;87083091
1440-47601;664310;1440-47601;Bremsschlauch  [f.becker_line] - am Bremssattel,HA (947);87083091
1440-47614;664331;1440-47614;Warnkontakt, Bremsbelagverschleiß  [f.becker_line] - HA (947);87083091
1440-47732;650961;1440-47732;[ATE] Seilzug, Feststellbremse;87083099
1440-47772;650997;1440-47772;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-47772;650997;1440-47772;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-47772;650997;1440-47772;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-47773;650998;1440-47773;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-47773;650998;1440-47773;[ATE] Warnkontakt, Bremsbelagverschleiß;85369095
1440-48374;664741;1440-48374;Warnkontakt, Bremsbelagverschleiß [f.becker_line] Vorderachse links Bremsenart: Scheibenbremse,Warnkontaktlänge [mm]: 905 (947);87083091
1440-48418;664536;1440-48418;Bremsschlauch  [f.becker_line] - HA (947);87083091
1440-48503;663827;1440-48503;Zubehörsatz, Bremsbacken  [f.becker_line] HA (947);87083091
1440-48865;663288;1440-48865;Bremsschlauch  [f.becker_line] Vorderachse (947);87083091
1440-48881;663304;1440-48881;Bremsschlauch  [f.becker_line] am Bremssattel,Hinterachse (947);87083091
1440-49127;651312;1440-49127;[ATE] Zubehörsatz, Scheibenbremsbelag;87083091
1440-51752;664084;1440-51752;Bremsschlauch  [f.becker_line] Vorderachse (947);87083091
1440-52286;161400;1440-52286;[PH] Bremsschlauch;87083091
1440-52487;665798;1440-52487;Seilzug, Feststellbremse [f.becker_line]  hinten (947);87083099
1440-52488;665799;1440-52488;Seilzug, Feststellbremse [f.becker_line] hinten (947);87083099
1440-52529;649620;1440-52529;[ATE] Zubehörsatz, Scheibenbremsbelag;87083091
1440-52952;191633;1440-52952;[PH] Warnkontakt, Bremsbelagverschleiß;87083091
1440-53258;190094;1440-53258;[PH] Warnkontakt, Bremsbelagverschleiß;87083091
1440-53678;131664;1440-53678;[PH] Spritzblech, Bremsscheibe;82055980
1440-53679;131665;1440-53679;[PH] Spritzblech, Bremsscheibe;82055980
1440-53845;192161;1440-53845;[BOH] Radbremszylinder;87083091
1440-53846;192162;1440-53846;[BOH] Radbremszylinder;87083091
1440-53908;180170;1440-53908;[BOH] Zubehörsatz, Scheibenbremsbelag;87083099
1440-54008;191079;1440-54008;[BOH] Zubehörsatz, Bremsbacken;87083091
1440-54397;244363;1440-54397;[BRO] Bremsschlauch;87083091
1440-54399;244365;1440-54399;[BRO] Bremsschlauch;87083091
1440-54495;196562;1440-54495;[BRO] Bremskraftregler;87083091
